division,rank,fighter,avgCardSlot,fightsUsed,lastFight,divisionInferred
FEATHERWEIGHT,31,"Isaac Dulgarian",4.92,3,2025-11-01,yes
FEATHERWEIGHT,32,"Julian Erosa",4.92,3,2026-03-28,no
FEATHERWEIGHT,33,"Kurt Holobaugh",5.04,3,2025-05-31,yes
FEATHERWEIGHT,34,"Melsik Baghdasaryan",5.06,3,2026-06-20,no
FEATHERWEIGHT,35,"Daniel Santos",5.18,3,2026-05-16,no
FEATHERWEIGHT,36,"Harry Hardwick",5.87,2,2026-03-14,no
FEATHERWEIGHT,37,"Jose Miguel Delgado",5.88,3,2026-03-14,no
FEATHERWEIGHT,38,"Ricardo Ramos",5.98,3,2025-10-11,yes
FEATHERWEIGHT,39,"Seung Woo Choi",6.06,3,2025-03-15,yes
FEATHERWEIGHT,40,"Lucas Almeida",6.06,3,2025-10-11,yes
FEATHERWEIGHT,41,"Danny Silva",6.37,3,2026-03-21,no
FEATHERWEIGHT,42,"Gabriel Santos",6.55,3,2025-02-08,yes
FEATHERWEIGHT,43,"Manolo Zecchini",6.62,2,2026-04-04,no
FEATHERWEIGHT,44,"Sean Woodson",6.73,3,2025-04-12,yes
FEATHERWEIGHT,45,"Dennis Buzukja",7.04,3,2026-04-18,no
FEATHERWEIGHT,46,"Douglas Silva de Andrade",7.18,3,2026-02-28,no
FEATHERWEIGHT,47,"Darren Elkins",7.22,3,2025-04-12,yes
FEATHERWEIGHT,48,"Bogdan Grad",7.24,3,2025-11-22,no
FEATHERWEIGHT,49,"Robert Ruchala",7.25,2,2026-04-04,no
FEATHERWEIGHT,50,"Patrick Sabatini",7.51,3,2025-11-15,yes
FEATHERWEIGHT,51,"Jamall Emmers",7.71,3,2025-11-08,yes
FEATHERWEIGHT,52,"Kaan Ofli",7.73,3,2026-01-31,no
FEATHERWEIGHT,53,"Connor Matthews",7.76,3,2025-05-17,yes
FEATHERWEIGHT,54,"Nathaniel Wood",8.24,3,2026-03-21,no
FEATHERWEIGHT,55,"Yoo Joo-sang",8.50,2,2025-10-04,yes
FEATHERWEIGHT,56,"William Gomis",8.69,3,2026-05-09,no
FEATHERWEIGHT,57,"Michael Aswell",8.92,3,2026-06-20,no
FEATHERWEIGHT,58,"Lee Jeong-yeong",9.29,3,2025-05-10,yes
FEATHERWEIGHT,59,"Ricky Turcios",9.33,3,2026-03-07,no
FEATHERWEIGHT,60,"Westin Wilson",9.51,3,2025-08-23,yes
FEATHERWEIGHT,61,"Joanderson Brito",9.65,3,2026-06-06,no
FEATHERWEIGHT,62,"Marcio Barbosa",9.75,2,2026-04-18,no
FEATHERWEIGHT,63,"Lucas Alexander",9.76,3,2025-02-01,yes
FEATHERWEIGHT,64,"Yi Zha",9.82,3,2026-01-31,yes
FEATHERWEIGHT,65,"Kaue Fernandes",10.04,3,2025-09-06,yes
FEATHERWEIGHT,66,"Muhammad Naimov",10.08,3,2025-12-06,yes
FEATHERWEIGHT,67,"Bernardo Sopaj",10.12,2,2025-01-18,yes
FEATHERWEIGHT,68,"Steven Nguyen",10.63,2,2025-07-26,yes
FEATHERWEIGHT,69,"Ramon Taveras",12.29,3,2026-05-30,no
FEATHERWEIGHT,70,"Gaston Bolanos",12.35,3,2026-06-20,no
FEATHERWEIGHT,71,"Jordan Leavitt",12.41,3,2026-06-06,no
FEATHERWEIGHT,72,"Erik Silva",12.63,3,2026-02-28,no
FEATHERWEIGHT,73,"Zhu Kangjie",14.37,3,2026-05-30,no
BANTAMWEIGHT,1,"Merab Dvalishvili",1.31,3,2025-12-06,yes
BANTAMWEIGHT,2,"Petr Yan",1.31,3,2025-12-06,yes
BANTAMWEIGHT,3,"Song Yadong",1.31,3,2026-05-30,no
BANTAMWEIGHT,4,"Cory Sandhagen",1.51,3,2025-10-04,no
BANTAMWEIGHT,5,"Mario Bautista",2.16,3,2026-02-07,no
BANTAMWEIGHT,6,"Sean O'Malley",2.33,3,2026-06-14,no
BANTAMWEIGHT,7,"Marlon Vera",2.49,3,2026-02-28,no
BANTAMWEIGHT,8,"David Martinez",2.55,3,2026-02-28,no
BANTAMWEIGHT,9,"Rob Font",2.69,3,2026-03-07,no
BANTAMWEIGHT,10,"Deiveson Figueiredo",2.71,3,2026-05-30,no
BANTAMWEIGHT,11,"Jose Aldo",2.82,3,2025-05-10,yes
BANTAMWEIGHT,12,"Aiemann Zahabi",3.00,3,2026-06-14,no
BANTAMWEIGHT,13,"Henry Cejudo",3.08,3,2025-12-06,yes
BANTAMWEIGHT,14,"Kyler Phillips",3.22,3,2026-04-18,no
BANTAMWEIGHT,15,"Kai Asakura",3.76,3,2026-05-30,no
BANTAMWEIGHT,16,"Charles Jourdain",4.02,3,2026-04-18,no
BANTAMWEIGHT,17,"Umar Nurmagomedov",4.35,3,2026-01-24,no
BANTAMWEIGHT,18,"Bryce Mitchell",4.37,3,2026-06-06,no
BANTAMWEIGHT,19,"Raul Rosas Jr.",4.59,3,2026-03-07,no
BANTAMWEIGHT,20,"Jean Matsumoto",4.63,3,2026-02-07,no
BANTAMWEIGHT,21,"Payton Talbott",4.67,3,2025-12-06,yes
BANTAMWEIGHT,22,"Montel Jackson",4.92,3,2026-04-25,no
BANTAMWEIGHT,23,"Santiago Luna",4.98,3,2026-06-06,no
BANTAMWEIGHT,24,"Davey Grant",5.00,3,2026-04-25,no
BANTAMWEIGHT,25,"Said Nurmagomedov",5.20,3,2025-07-26,yes
BANTAMWEIGHT,26,"Malcolm Wellmaker",5.94,3,2026-05-16,no
BANTAMWEIGHT,27,"Serhiy Sidey",6.13,2,2025-05-03,yes
BANTAMWEIGHT,28,"Cameron Smotherman",6.33,3,2026-05-30,no
BANTAMWEIGHT,29,"Raoni Barcelos",6.45,3,2026-04-25,no
BANTAMWEIGHT,30,"Patchy Mix",6.50,2,2025-10-04,yes
BANTAMWEIGHT,31,"Victor Henry",6.57,3,2026-06-06,no
BANTAMWEIGHT,32,"Lee Chang-ho",7.02,3,2025-11-01,yes
BANTAMWEIGHT,33,"Cody Garbrandt",7.18,3,2026-03-07,no
BANTAMWEIGHT,34,"Rafael Estevam",7.39,3,2026-04-04,no
BANTAMWEIGHT,35,"Toshiomi Kazama",7.39,3,2025-08-09,yes
BANTAMWEIGHT,36,"Austin Bashi",7.55,3,2025-08-02,yes
BANTAMWEIGHT,37,"Cameron Saaiman",7.76,3,2025-04-26,yes
BANTAMWEIGHT,38,"Daniel Marcos",7.76,3,2025-11-08,yes
BANTAMWEIGHT,39,"Da'Mon Blackshear",7.88,3,2025-07-26,yes
BANTAMWEIGHT,40,"Cristian Quinonez",8.20,3,2026-02-28,no
BANTAMWEIGHT,41,"Quang Le",8.33,3,2025-09-13,yes
BANTAMWEIGHT,42,"Marcus McGhee",8.53,3,2026-06-06,no
BANTAMWEIGHT,43,"Carlos Vera",8.63,2,2025-03-15,yes
BANTAMWEIGHT,44,"Vince Morales",8.67,3,2026-05-02,no
BANTAMWEIGHT,45,"Elijah Smith",8.88,3,2026-03-14,no
BANTAMWEIGHT,46,"Adrian Yanez",8.90,3,2026-03-28,no
BANTAMWEIGHT,47,"Miles Johns",8.98,3,2025-11-08,yes
BANTAMWEIGHT,48,"Josias Musasa",9.00,2,2025-09-27,no
BANTAMWEIGHT,49,"Angel Pacheco",9.00,2,2026-02-28,no
BANTAMWEIGHT,50,"Xiao Long",9.14,3,2026-03-07,no
BANTAMWEIGHT,51,"Ethyn Ewing",9.31,3,2026-06-20,no
BANTAMWEIGHT,52,"Javid Basharat",9.33,3,2026-02-07,yes
BANTAMWEIGHT,53,"You Su-young",9.35,3,2025-08-23,yes
BANTAMWEIGHT,54,"Chris Gutierrez",9.61,3,2025-10-04,yes
BANTAMWEIGHT,55,"Pedro Falcao",9.62,2,2025-04-05,yes
BANTAMWEIGHT,56,"Qileng Aori",9.71,3,2025-10-18,yes
BANTAMWEIGHT,57,"Kris Moutinho",9.73,3,2026-02-28,no
BANTAMWEIGHT,58,"Jesus Santos-Aguilar",9.76,3,2025-09-13,yes
BANTAMWEIGHT,59,"Farid Basharat",9.86,3,2026-06-20,no
BANTAMWEIGHT,60,"Brad Katona",9.92,3,2025-05-10,yes
BANTAMWEIGHT,61,"Colby Thicknesse",10.02,3,2026-05-02,no
BANTAMWEIGHT,62,"Bekzat Almakhan",10.02,3,2025-11-22,no
BANTAMWEIGHT,63,"Rei Tsuruya",10.08,3,2026-05-30,no
BANTAMWEIGHT,64,"Jakub Wiklacz",10.24,3,2026-06-06,no
BANTAMWEIGHT,65,"Aleksandre Topuria",10.25,2,2025-11-22,yes
BANTAMWEIGHT,66,"Cody Haddon",10.38,2,2026-05-30,no
BANTAMWEIGHT,67,"Saimon Oliveira",10.41,3,2025-10-11,yes
BANTAMWEIGHT,68,"Ricky Simon",10.80,3,2026-03-28,no
BANTAMWEIGHT,69,"Cody Durden",11.10,3,2026-04-25,no
BANTAMWEIGHT,70,"Caolan Loughran",11.14,3,2025-03-22,yes
BANTAMWEIGHT,71,"Muin Gafurov",11.14,3,2026-02-07,yes
BANTAMWEIGHT,72,"John Yannis",11.22,3,2026-06-06,no
BANTAMWEIGHT,73,"Jesus Aguilar",11.37,2,2026-05-30,no
BANTAMWEIGHT,74,"John Castaneda",11.41,3,2026-04-18,no
BANTAMWEIGHT,75,"Ivana Petrovic",11.82,3,2025-05-03,no
BANTAMWEIGHT,76,"Luis Gurule",11.86,3,2026-05-30,no
BANTAMWEIGHT,77,"Luan Lacerda",12.51,3,2026-03-14,no
FLYWEIGHT,1,"Manel Kape",1.00,3,2026-06-20,no
FLYWEIGHT,2,"Amir Albazi",1.51,3,2026-02-07,yes
FLYWEIGHT,3,"Brandon Moreno",1.61,3,2026-02-28,no
FLYWEIGHT,4,"Brandon Royval",1.61,3,2025-12-13,no
FLYWEIGHT,5,"Alexandre Pantoja",1.82,3,2025-12-06,yes
FLYWEIGHT,6,"Kai Kara-France",1.82,3,2025-06-28,yes
FLYWEIGHT,7,"Tatsuro Taira",2.12,3,2026-05-09,no
FLYWEIGHT,8,"Joshua Van",2.18,3,2026-05-09,no
FLYWEIGHT,9,"Kyoji Horiguchi",2.22,3,2026-06-20,no
FLYWEIGHT,10,"Steve Erceg",2.33,3,2026-05-02,no
FLYWEIGHT,11,"Ode Osbourne",3.47,3,2025-08-09,no
FLYWEIGHT,12,"Tim Elliott",3.80,3,2026-05-02,no
FLYWEIGHT,13,"Ronaldo Rodriguez",5.63,2,2025-03-29,yes
FLYWEIGHT,14,"CJ Vergara",5.76,3,2025-03-29,yes
FLYWEIGHT,15,"Kevin Borjas",5.84,3,2026-06-20,no
FLYWEIGHT,16,"Su Mudaerji",5.96,3,2025-08-23,yes
FLYWEIGHT,17,"Asu Almabayev",6.00,3,2025-11-22,no
FLYWEIGHT,18,"Jose Johnson",6.63,3,2025-01-11,yes
FLYWEIGHT,19,"Felipe Bunes",6.69,3,2026-02-28,no
FLYWEIGHT,20,"Joseph Morales",6.71,3,2025-11-08,yes
FLYWEIGHT,21,"Park Hyun-sung",6.73,3,2025-10-18,yes
FLYWEIGHT,22,"Imanol Rodriguez",6.88,2,2026-06-06,no
FLYWEIGHT,23,"Matt Schnell",6.90,3,2026-06-06,no
FLYWEIGHT,24,"Bruno Gustavo da Silva",6.98,3,2025-10-18,yes
FLYWEIGHT,25,"Charles Johnson",7.10,3,2026-03-14,no
FLYWEIGHT,26,"Andre Lima",7.73,3,2026-06-20,no
FLYWEIGHT,27,"Edgar Chairez",7.90,3,2026-06-06,no
FLYWEIGHT,28,"Jimmy Flick",7.92,3,2025-04-26,yes
FLYWEIGHT,29,"Alex Perez",7.98,3,2026-05-30,no
FLYWEIGHT,30,"Lone'er Kavanagh",8.04,3,2025-08-23,yes
FLYWEIGHT,31,"Ramazan Temirov",8.50,2,2025-03-01,no
FLYWEIGHT,32,"Felipe dos Santos",8.73,3,2025-03-22,yes
FLYWEIGHT,33,"Tagir Ulanbekov",8.82,3,2025-11-22,yes
FLYWEIGHT,34,"Sumudaerji",8.87,2,2026-05-30,no
FLYWEIGHT,35,"Allan Nascimento",9.06,3,2026-06-20,no
FLYWEIGHT,36,"Alibi Idiris",9.50,2,2026-02-22,no
FLYWEIGHT,37,"Alessandro Costa",9.65,3,2026-06-06,no
FLYWEIGHT,38,"Bruno Silva",9.80,3,2026-06-06,no
FLYWEIGHT,39,"Alden Coria",10.12,2,2026-02-22,no
FLYWEIGHT,40,"Mitch Raposo",10.16,3,2026-06-20,no
FLYWEIGHT,41,"Jose Ochoa",10.20,3,2026-05-09,no
FLYWEIGHT,42,"Jafel Filho",10.37,3,2026-04-25,no
FLYWEIGHT,43,"Lucas Rocha",10.37,3,2026-04-25,no
FLYWEIGHT,44,"Carlos Hernandez",10.37,3,2025-05-17,yes
FLYWEIGHT,45,"Nyamjargal Tumendemberel",10.63,2,2026-03-07,no
FLYWEIGHT,46,"Stewart Nicoll",10.88,3,2026-04-04,no
FLYWEIGHT,47,"Azat Maksum",10.96,3,2025-10-25,yes
FLYWEIGHT,48,"Clayton Carpenter",11.67,3,2026-05-09,no
FLYWEIGHT,49,"Daniel Barez",13.22,3,2026-05-16,no
WOMENS_BANTAMWEIGHT,1,"Kayla Harrison",3.71,3,2025-06-07,yes
WOMENS_BANTAMWEIGHT,2,"Norma Dumont",5.69,3,2026-04-25,no
WOMENS_BANTAMWEIGHT,3,"Joselyne Edwards",6.24,3,2026-04-25,no
WOMENS_BANTAMWEIGHT,4,"Miesha Tate",6.82,3,2025-05-03,yes
WOMENS_BANTAMWEIGHT,5,"Macy Chiasson",8.18,3,2026-02-28,no
WOMENS_BANTAMWEIGHT,6,"Yana Kunitskaya",8.67,3,2025-10-04,yes
WOMENS_BANTAMWEIGHT,7,"Nora Cornolle",8.71,3,2026-02-22,no
WOMENS_BANTAMWEIGHT,8,"Ailin Perez",9.16,3,2026-02-28,no
WOMENS_BANTAMWEIGHT,9,"Bia Mesquita",9.50,2,2026-06-20,no
WOMENS_BANTAMWEIGHT,10,"Daria Zheleznyakova",9.75,2,2025-06-21,yes
WOMENS_BANTAMWEIGHT,11,"Ketlen Vieira",9.92,3,2026-05-16,no
WOMENS_BANTAMWEIGHT,12,"Tainara Lisboa",10.06,3,2025-10-18,yes
WOMENS_BANTAMWEIGHT,13,"Karol Rosa",10.20,3,2026-06-20,no
WOMENS_BANTAMWEIGHT,14,"Mayra Bueno Silva",10.22,3,2026-04-25,no
WOMENS_BANTAMWEIGHT,15,"Julia Avila",10.29,3,2025-02-15,yes
WOMENS_BANTAMWEIGHT,16,"Melissa Mullins",10.33,3,2026-06-20,no
WOMENS_BANTAMWEIGHT,17,"Melissa Croden",10.55,3,2026-04-18,no
WOMENS_BANTAMWEIGHT,18,"Josiane Nunes",10.65,3,2025-03-15,yes
WOMENS_BANTAMWEIGHT,19,"Jacqueline Cavalcanti",10.78,3,2026-05-16,no
WOMENS_BANTAMWEIGHT,20,"Michelle Montague",11.25,2,2026-04-25,no
WOMENS_BANTAMWEIGHT,21,"Luana Santos",11.49,3,2026-06-20,no
WOMENS_BANTAMWEIGHT,22,"Klaudia Sygula",11.71,3,2026-02-07,yes
WOMENS_BANTAMWEIGHT,23,"Chelsea Chandler",11.84,3,2026-06-06,no
WOMENS_BANTAMWEIGHT,24,"Montserrat Rendon",12.02,3,2025-09-13,yes
WOMENS_BANTAMWEIGHT,25,"Priscila Cachoeira",12.27,3,2026-06-06,no
WOMENS_BANTAMWEIGHT,26,"Luana Carolina",12.55,3,2026-03-21,no
WOMENS_BANTAMWEIGHT,27,"Hailey Cowan",12.63,3,2026-04-04,no
WOMENS_BANTAMWEIGHT,28,"Alice Pereira",13.00,2,2026-04-04,no
WOMENS_FLYWEIGHT,1,"Valentina Shevchenko",2.00,3,2025-11-15,yes
WOMENS_FLYWEIGHT,2,"Alexa Grasso",2.61,3,2026-03-28,no
WOMENS_FLYWEIGHT,3,"Manon Fiorot",2.84,3,2025-10-18,yes
WOMENS_FLYWEIGHT,4,"Rose Namajunas",3.02,3,2026-01-24,yes
WOMENS_FLYWEIGHT,5,"Natalia Silva",3.63,3,2026-01-24,yes
WOMENS_FLYWEIGHT,6,"Jasmine Jasudavicius",4.55,3,2026-04-18,no
WOMENS_FLYWEIGHT,7,"Maycee Barber",4.76,3,2026-03-28,no
WOMENS_FLYWEIGHT,8,"Erin Blanchfield",4.88,3,2025-11-15,no
WOMENS_FLYWEIGHT,9,"Miranda Maverick",5.86,3,2025-06-14,yes
WOMENS_FLYWEIGHT,10,"Viviane Araujo",6.04,3,2025-06-28,yes
WOMENS_FLYWEIGHT,11,"Karine Silva",6.51,3,2026-04-18,no
WOMENS_FLYWEIGHT,12,"Jessica Andrade",6.59,3,2025-08-16,yes
WOMENS_FLYWEIGHT,13,"Tracy Cortez",6.71,3,2025-11-15,no
WOMENS_FLYWEIGHT,14,"Diana Belbita",7.00,3,2025-04-05,yes
WOMENS_FLYWEIGHT,15,"Brogan Walker-Sanchez",9.10,3,2025-10-04,yes
WOMENS_FLYWEIGHT,16,"Julija Stoliarenko",9.35,3,2025-08-09,yes
WOMENS_FLYWEIGHT,17,"Gabriella Fernandes",9.71,3,2026-03-28,no
WOMENS_FLYWEIGHT,18,"Andrea Lee",9.86,3,2025-03-01,yes
WOMENS_FLYWEIGHT,19,"JJ Aldrich",10.57,3,2026-04-18,no
WOMENS_FLYWEIGHT,20,"Ernesta Kareckaite",11.00,3,2026-02-28,no
WOMENS_FLYWEIGHT,21,"Tereza Bleda",11.20,3,2025-12-13,yes
WOMENS_FLYWEIGHT,22,"Jamey-Lyn Horth",11.67,3,2026-04-18,no
WOMENS_FLYWEIGHT,23,"Vanessa Demopoulos",12.14,3,2025-06-14,yes
WOMENS_FLYWEIGHT,24,"Dione Barbosa",12.31,3,2026-04-04,no
WOMENS_FLYWEIGHT,25,"Melissa Gatto",12.31,3,2026-04-04,no
WOMENS_FLYWEIGHT,26,"Veronica Macedo",13.02,3,2025-10-04,yes
WOMENS_FLYWEIGHT,27,"Juliana Miller",13.20,3,2026-02-22,no
WOMENS_FLYWEIGHT,28,"Carli Judice",13.82,3,2026-02-22,no
WOMENS_FLYWEIGHT,29,"Yuneisy Duben",14.25,2,2026-06-06,no
WOMENS_STRAWWEIGHT,1,"Mackenzie Dern",1.51,3,2025-10-25,no
WOMENS_STRAWWEIGHT,2,"Zhang Weili",2.00,3,2025-11-15,yes
WOMENS_STRAWWEIGHT,3,"Virna Jandiroba",2.92,3,2026-04-04,no
WOMENS_STRAWWEIGHT,4,"Iasmin Lucindo",4.04,3,2025-08-09,yes
WOMENS_STRAWWEIGHT,5,"Tabatha Ricci",4.14,3,2026-04-04,no
WOMENS_STRAWWEIGHT,6,"Amanda Lemos",4.51,3,2026-03-14,no
WOMENS_STRAWWEIGHT,7,"Gillian Robertson",4.51,3,2026-03-14,no
WOMENS_STRAWWEIGHT,8,"Yan Xiaonan",4.55,3,2025-04-12,yes
WOMENS_STRAWWEIGHT,9,"Amanda Ribas",5.08,3,2025-07-26,no
WOMENS_STRAWWEIGHT,10,"Molly McCann",5.47,3,2025-03-22,yes
WOMENS_STRAWWEIGHT,11,"Tatiana Suarez",7.71,3,2026-04-11,no
WOMENS_STRAWWEIGHT,12,"Lupita Godinez",7.76,3,2025-08-16,yes
WOMENS_STRAWWEIGHT,13,"Luana Pinheiro",7.76,3,2025-05-17,yes
WOMENS_STRAWWEIGHT,14,"Elise Reed",8.45,3,2025-05-17,yes
WOMENS_STRAWWEIGHT,15,"Karolina Kowalkiewicz",8.73,3,2025-10-11,yes
WOMENS_STRAWWEIGHT,16,"Marina Rodriguez",8.76,3,2025-05-03,yes
WOMENS_STRAWWEIGHT,17,"Denise Gomes",8.96,3,2025-11-08,yes
WOMENS_STRAWWEIGHT,18,"Istela Nunes",9.61,3,2025-04-05,yes
WOMENS_STRAWWEIGHT,19,"Cong Wang",10.14,3,2026-02-07,yes
WOMENS_STRAWWEIGHT,20,"Tecia Torres",10.49,3,2025-11-08,yes
WOMENS_STRAWWEIGHT,21,"Montserrat Ruiz",10.69,3,2025-11-01,yes
WOMENS_STRAWWEIGHT,22,"Mizuki Inoue",10.80,3,2025-10-25,yes
WOMENS_STRAWWEIGHT,23,"Angela Hill",10.86,3,2026-05-30,no
WOMENS_STRAWWEIGHT,24,"Rayanne dos Santos",10.90,3,2025-05-31,yes
WOMENS_STRAWWEIGHT,25,"Melissa Martinez",11.39,3,2025-07-12,yes
WOMENS_STRAWWEIGHT,26,"Ravena Oliveira",11.80,3,2026-03-21,no
WOMENS_STRAWWEIGHT,27,"Stephanie Luciano",11.84,3,2026-03-28,no
WOMENS_STRAWWEIGHT,28,"Bruna Brasil",11.88,3,2026-03-28,no
WOMENS_STRAWWEIGHT,29,"Alexia Thainara",12.06,3,2026-03-28,no
WOMENS_STRAWWEIGHT,30,"Puja Tomar",12.12,2,2025-03-22,yes
WOMENS_STRAWWEIGHT,31,"Alice Ardelean",12.16,3,2026-05-16,no
WOMENS_STRAWWEIGHT,32,"Fatima Kline",12.18,3,2025-11-15,no
WOMENS_STRAWWEIGHT,33,"Victoria Dudakova",12.33,3,2025-01-11,yes
WOMENS_STRAWWEIGHT,34,"Polyana Viana",12.47,3,2026-05-16,no
WOMENS_STRAWWEIGHT,35,"Sam Hughes",12.96,3,2026-03-14,no
WOMENS_STRAWWEIGHT,36,"Ketlen Souza",13.12,3,2026-06-06,no
WOMENS_STRAWWEIGHT,37,"Julia Polastri",13.18,3,2026-04-25,no
WOMENS_STRAWWEIGHT,38,"Piera Rodriguez",13.20,3,2026-03-14,no
WOMENS_STRAWWEIGHT,39,"Loma Lookboonmee",13.49,3,2026-05-30,no
WOMENS_STRAWWEIGHT,40,"Ariane Carnelossi",13.98,3,2026-06-06,no
WOMENS_STRAWWEIGHT,41,"Shauna Bannon",14.16,3,2026-05-16,no
WOMENS_STRAWWEIGHT,42,"Jaqueline Amorim",14.35,3,2026-05-30,no
WOMENS_STRAWWEIGHT,43,"Talita Alencar",14.35,3,2026-04-25,no
WOMENS_STRAWWEIGHT,44,"Nicolle Caliari",14.47,3,2026-05-16,no
